#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
11:59:08  54      38     1       14        5       88       76       0          1        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.2%   0           0     0     0     0     47000  110000  840   someReplicaSet0011  SEC
11:59:09  63      33     1       12        5       94       56       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     37000  111000  840   someReplicaSet0011  SEC
11:59:10  47      38     1       10        5       83       81       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     51000  122000  840   someReplicaSet0011  SEC
11:59:11  52      40     1       12        5       89       62       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.3%   0           0     0     0     0     35000  95000   840   someReplicaSet0011  SEC
11:59:12  51      53     1       11        5       92       62       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.2%   0           0     0     0     0     52000  117000  840   someReplicaSet0011  SEC
11:59:13  43      44     1       5         5       87       80       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     44000  112000  840   someReplicaSet0011  SEC
11:59:14  50      22     1       14        5       84       42       0          0        49900000000  102000000000  26100000000  51700000000  8       local          0.4%   0           0     0     0     0     26000  82000   840   someReplicaSet0011  SEC
11:59:15  41      40     1       11        5       84       47       0          1        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     44000  82000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
11:59:16  59      38     1       15        5       89       80       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.2%   0           0     0     0     0     50000  143000  840   someReplicaSet0011  SEC
11:59:17  42      43     1       8         5       84       68       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     48000  119000  840   someReplicaSet0011  SEC
11:59:18  37      34     1       5         5       75       77       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     35000  115000  840   someReplicaSet0011  SEC
11:59:19  50      36     1       13        5       85       55       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.4%   0           0     0     0     0     39000  109000  840   someReplicaSet0011  SEC
11:59:20  42      31     1       12        5       82       72       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.1%   0           0     0     0     0     32000  98000   840   someReplicaSet0011  SEC
11:59:21  37      41     1       4         5       68       64       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     42000  103000  840   someReplicaSet0011  SEC
11:59:22  42      39     1       14        4       87       65       0          1        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.2%   0           0     0     0     0     47000  122000  840   someReplicaSet0011  SEC
11:59:23  31      36     1       12        5       79       47       0          0        49900000000  102000000000  26100000000  51700000000  19      somedatabase1  0.4%   0           0     0     0     0     35000  90000   840   someReplicaSet0011  SEC
11:59:24  45      29     1       8         5       77       45       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     32000  98000   840   someReplicaSet0011  SEC
11:59:25  45      40     1       10        5       83       65       0          0        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.1%   0           0     0     0     0     47000  98000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
11:59:26  49      40     1       10        5       86       60       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     41000  104000  840   someReplicaSet0011  SEC
11:59:27  41      37     1       15        5       86       57       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.4%   0           0     0     0     0     43000  95000   840   someReplicaSet0011  SEC
11:59:28  39      43     1       4         5       72       67       0          0        49900000000  102000000000  26100000000  51700000000  18      somedatabase1  0.2%   0           0     0     0     0     47000  108000  840   someReplicaSet0011  SEC
11:59:29  31      32     1       7         5       70       74       0          1        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     30000  116000  840   someReplicaSet0011  SEC
11:59:30  40      43     1       14        5       83       56       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.2%   0           0     0     0     0     46000  101000  840   someReplicaSet0011  SEC
11:59:31  32      30     1       15        5       72       83       0          0        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.3%   0           0     0     0     0     39000  112000  840   someReplicaSet0011  SEC
11:59:32  44      41     1       14        4       84       69       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     41000  109000  840   someReplicaSet0011  SEC
11:59:33  43      37     1       11        5       86       74       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     41000  124000  840   someReplicaSet0011  SEC
